Title,Property_Size,Bedrooms,Bathrooms,Furnishing,Region,Region_Name,Region_Parent_Name,Is_Boost,Price
"1bdrm Bungalow in Ughoton, Warri for sale",1848.0,1,1,Unfurnished,"Delta State, Warri",Warri,Delta State,vip_gold,55000000
"5bdrm Duplex in Pleasant View, Sabon Lugbe for sale",400.0,5,5,Unfurnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Abuja(FCT),diamond,80000000
"3bdrm Duplex in Gbagada, Medina for sale",300.0,3,4,Semi-furnished,"Gbagada, Medina",Medina,Lagos State,enterprise,210000000
Furnished 2bdrm Apartment in Ikate for sale,500.0,2,2,Furnished,"Lekki, Ikate",Ikate,Lagos State,False,245000000
3bdrm Apartment in Victoria Island Extension for sale,500.0,3,3,Semi-furnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos State,False,700000000
4bdrm Duplex in Ikota for sale,200.0,4,5,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,False,230000000
Furnished 5bdrm Duplex in Lekki Ologolo for sale,580.0,5,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,420000000
4bdrm Duplex in Victoria Island Extension for sale,500.0,4,4,Semi-furnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos State,False,1000000000
2bdrm Apartment in Lekki Phase 1 for sale,500.0,2,2,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,270000000
5bdrm Duplex in Lekki Expressway for sale,500.0,5,5,Semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,False,650000000
3bdrm Duplex in Thomas Estate for sale,500.0,3,3,Semi-furnished,"Ajah, Thomas Estate",Thomas Estate,Lagos State,False,125000000
4bdrm Duplex in Bye Pass Ilupeju for sale,500.0,4,4,Semi-furnished,"Ilupeju, Bye Pass Ilupeju",Bye Pass Ilupeju,Lagos State,False,500000000
4bdrm Duplex in Ogudu GRA for sale,500.0,4,4,Semi-furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,False,380000000
4bdrm Duplex in Osapa london for sale,500.0,4,4,Semi-furnished,"Lekki, Osapa london",Osapa london,Lagos State,False,250000000
4bdrm Duplex in Ikota for sale,500.0,4,4,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,False,165000000
4bdrm Duplex in GRA Phase 1 for sale,500.0,4,4,Semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,False,290000000
5bdrm Duplex in Osapa london for sale,500.0,5,5,Semi-furnished,"Lekki, Osapa london",Osapa london,Lagos State,False,300000000
4bdrm Duplex in Ikota for sale,450.0,4,4,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,vip_gold,230000000
5bdrm Duplex in Chevron for sale,450.0,5,5,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,vip_gold,500000000
3bdrm Apartment in Sabo / Yaba for sale,500.0,3,3,Semi-furnished,"Yaba, Sabo / Yaba",Sabo / Yaba,Lagos State,False,225000000
2bdrm Apartment in Ologolo for sale,500.0,2,2,Semi-furnished,"Lekki, Ologolo",Ologolo,Lagos State,False,150000000
2bdrm Apartment in Lekki Expressway for sale,500.0,2,2,Semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,False,80000000
3bdrm Bungalow in Abraham Adesanya for sale,500.0,3,3,Semi-furnished,"Surulere, Abraham Adesanya",Abraham Adesanya,Lagos State,False,115000000
2bdrm Apartment in Papa Ajao / Surulere for sale,500.0,2,2,Semi-furnished,"Surulere, Papa Ajao / Surulere",Papa Ajao / Surulere,Lagos State,False,95000000
1bdrm Apartment in Ologolo for sale,500.0,1,1,Semi-furnished,"Lekki, Ologolo",Ologolo,Lagos State,False,110000000
5bdrm Duplex in Ikota for sale,500.0,5,5,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,vip_gold,750000000
4bdrm Duplex in Lekki for sale,500.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,220000000
1bdrm Apartment in Lekki Expressway for sale,500.0,1,1,Semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,False,80000000
5bdrm Duplex in Chevron for sale,500.0,5,5,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,False,380000000
4bdrm Duplex in Lekki for sale,500.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,210000000
5bdrm Duplex in Allen Avenue for sale,500.0,5,5,Semi-furnished,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,False,620000000
4bdrm Duplex in Chevron for sale,500.0,4,4,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,False,320000000
2bdrm Apartment in Ajah for sale,200.0,2,3,Semi-furnished,"Lagos State, Ajah",Ajah,Lagos State,False,70000000
"6bdrm Mansion in Okebadan Estate, Ibadan for sale",1100.0,6,6,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,False,170000000
4bdrm House in Osogbo for sale,400.0,4,3,Unfurnished,"Osun State, Osogbo",Osogbo,Osun State,False,30000000
4bdrm Duplex in Opebi for sale,500.0,4,4,Semi-furnished,"Ikeja, Opebi",Opebi,Lagos State,False,450000000
4bdrm Duplex in Opebi for sale,500.0,4,4,Semi-furnished,"Ikeja, Opebi",Opebi,Lagos State,False,350000000
3bdrm Apartment in Allen Avenue for sale,500.0,3,3,Semi-furnished,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,False,300000000
4bdrm Duplex in Magodo Isheri for sale,500.0,4,4,Semi-furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Lagos State,False,400000000
3bdrm Apartment in Aguda / Surulere for sale,500.0,3,3,Semi-furnished,"Surulere, Aguda / Surulere",Aguda / Surulere,Lagos State,False,120000000
3bdrm Apartment in Opebi for sale,500.0,3,3,Semi-furnished,"Ikeja, Opebi",Opebi,Lagos State,False,350000000
3bdrm Apartment in Ikeja GRA for sale,500.0,3,3,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,600000000
Furnished 3bdrm Duplex in Alagbado Lagos for sale,202.0,3,3,Furnished,"Ifako-Ijaiye, Alagbado",Alagbado,Lagos State,enterprise,50000000
Furnished 3bdrm Block of Flats in Falola Ipaja Lagos for sale,600.0,3,4,Furnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,enterprise,45000000
2bdrm Apartment in Lekki Phase One for sale,500.0,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,300000000
4bdrm Maisonette in Old Ikoyi for sale,500.0,4,4,Semi-furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Lagos State,False,400000000
5bdrm Duplex in Lekki for sale,200.0,5,6,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,False,370000000
4bdrm Duplex in LSDPC Maryland Estate for sale,500.0,4,4,Semi-furnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Lagos State,False,340000000
3bdrm Duplex in Abraham Adesanya Estate for sale,500.0,3,3,Semi-furnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,False,110000000
4bdrm Duplex in Lekki for sale,500.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,250000000
Furnished 4bdrm Duplex in Ikate for sale,500.0,4,4,Furnished,"Lekki, Ikate",Ikate,Lagos State,False,350000000
4bdrm Apartment in Ikeja GRA for sale,500.0,4,4,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,500000000
4bdrm Duplex in Oregun for sale,500.0,4,4,Semi-furnished,"Ikeja, Oregun",Oregun,Lagos State,False,310000000
4bdrm Duplex in Adeniyi Jones for sale,500.0,4,4,Semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,False,450000000
Furnished 5bdrm Mansion in Lekki for sale,750.0,5,6,Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,1000000000
3bdrm Apartment in Ikoyi S.W for sale,500.0,3,3,Semi-furnished,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Lagos State,False,600000000
4bdrm Duplex in Ibeshe / Amuwo-Odofin for sale,500.0,4,4,Semi-furnished,"Amuwo-Odofin, Ibeshe / Amuwo-Odofin",Ibeshe / Amuwo-Odofin,Lagos State,False,400000000
4bdrm Duplex in Ikeja GRA for sale,500.0,4,4,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,950000000
5bdrm Duplex in GRA Phase 2 Shangisha for sale,500.0,5,5,Semi-furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,False,750000000
2bdrm Apartment in Lekki Phase 1 for sale,500.0,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,380000000
2bdrm Apartment in Oworonshoki / Gbagada for sale,500.0,2,2,Semi-furnished,"Gbagada, Oworonshoki / Gbagada",Oworonshoki / Gbagada,Lagos State,False,90000000
4bdrm Duplex in Ikota for sale,500.0,4,4,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,False,280000000
Furnished 5bdrm Duplex in Garden Estate for sale,520.0,5,5,Furnished,"Ajah, Eden Garden Estate",Eden Garden Estate,Lagos State,enterprise,400000000
3bdrm Apartment in Sabo / Yaba for sale,500.0,3,3,Semi-furnished,"Yaba, Sabo / Yaba",Sabo / Yaba,Lagos State,False,185000000
3bdrm Apartment in Ajah for sale,200.0,3,3,Semi-furnished,"Lagos State, Ajah",Ajah,Lagos State,False,85000000
Furnished 5bdrm Duplex in Chevron for sale,400.0,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,False,480000000
Furnished 5bdrm Duplex in Chevron for sale,500.0,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,False,480000000
4bdrm Duplex in Chevron for sale,500.0,4,4,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,False,250000000
4bdrm Duplex in Omole Phase 2 for sale,500.0,4,4,Semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,False,450000000
4bdrm Duplex in GRA Phase 1 for sale,450.0,4,4,Semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,vip_gold,450000000
3bdrm Apartment in Osapa london for sale,500.0,3,3,Semi-furnished,"Lekki, Osapa london",Osapa london,Lagos State,False,75000000
2bdrm Apartment in Thomas Estate for sale,500.0,2,2,Semi-furnished,"Ajah, Thomas Estate",Thomas Estate,Lagos State,False,70000000
4bdrm Duplex in Ikeja Gra for sale,500.0,4,4,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,550000000
4bdrm Duplex in Adeniyi Jones for sale,500.0,4,4,Semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,False,310000000
2bdrm Apartment in Ologolo for sale,500.0,2,2,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,False,120000000
4bdrm Duplex in GRA Phase 1 for sale,500.0,4,4,Semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,False,185000000
5bdrm Duplex in Ikate for sale,350.0,5,5,Semi-furnished,"Lekki, Ikate",Ikate,Lagos State,vip_gold,400000000
5bdrm Duplex in Papa Ajao Surulere for sale,500.0,5,5,Semi-furnished,"Surulere, Papa Ajao / Surulere",Papa Ajao / Surulere,Lagos State,False,700000000
2bdrm Apartment in Ikate for sale,500.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,False,140000000
4bdrm Duplex in Aguda / Surulere for sale,500.0,4,4,Semi-furnished,"Surulere, Aguda / Surulere",Aguda / Surulere,Lagos State,False,350000000
4bdrm Duplex in Ogudu GRA for sale,500.0,4,4,Semi-furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,False,450000000
3bdrm Duplex in Ado / Ajah for sale,500.0,3,3,Semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,False,150000000
15bdrm Block of Flats in Alagbado Lagos State for sale,648.0,15,17,Semi-furnished,"Ifako-Ijaiye, Alagbado",Alagbado,Lagos State,enterprise,160000000
4bdrm Duplex in Chevron for sale,350.0,4,4,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,vip_gold,300000000
Furnished 2bdrm Apartment in Surulere for sale,420.0,2,2,Furnished,"Surulere, Aguda / Surulere",Aguda / Surulere,Lagos State,enterprise,120000000
3bdrm Apartment in Lekki Phase 1 for sale,500.0,3,3,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,400000000
2bdrm Penthouse in Ologolo for sale,500.0,2,2,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,False,150000000
2bdrm Apartment in Victoria Island Extension for sale,500.0,2,2,Semi-furnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos State,False,650000000
4bdrm Duplex in Sabo / Yaba for sale,500.0,4,4,Semi-furnished,"Yaba, Sabo / Yaba",Sabo / Yaba,Lagos State,False,250000000
5bdrm Duplex in Ikota for sale,500.0,5,5,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,False,300000000
5bdrm Duplex in Off Lekki-Epe Expressway for sale,500.0,5,5,Semi-furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,False,500000000
5bdrm Duplex in Ado / Ajah for sale,500.0,5,5,Semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,False,310000000
5bdrm Duplex in Lekki Phase 1 for sale,350.0,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,850000000
4bdrm Duplex in Ologolo for sale,500.0,4,4,Semi-furnished,"Lekki, Ologolo",Ologolo,Lagos State,False,400000000
"Furnished 4bdrm Duplex in Osongama Estate, Uyo for sale",300.0,4,5,Furnished,"Akwa Ibom State, Uyo",Uyo,Akwa Ibom State,False,120000000
8bdrm House in Eleyele for sale,624.0,8,8,Unfurnished,"Ibadan, Eleyele",Eleyele,Ibadan,False,250000000
4bdrm Duplex in Opebi for sale,500.0,4,4,Semi-furnished,"Ikeja, Opebi",Opebi,Lagos State,False,600000000
4bdrm Duplex in Lekki for sale,500.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,350000000
4bdrm Duplex in Ikota for sale,500.0,4,4,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,False,400000000
2bdrm Penthouse in Ikate for sale,500.0,2,2,Semi-furnished,"Lekki, Ikate",Ikate,Lagos State,False,270000000
2bdrm Apartment in Victoria Island Extension for sale,500.0,2,2,Semi-furnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos State,False,450000000
4bdrm Duplex in Ikate for sale,200.0,4,4,Semi-furnished,"Lekki, Ikate",Ikate,Lagos State,False,350000000
5bdrm Duplex in Ikota for sale,500.0,5,5,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,False,430000000
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,500.0,2,2,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,270000000
5bdrm Duplex in Ikate for sale,500.0,5,5,Semi-furnished,"Lekki, Ikate",Ikate,Lagos State,False,270000000
4bdrm Duplex in GRA Phase 2 Shangisha for sale,500.0,4,4,Semi-furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,False,550000000
"Furnished 5bdrm Penthouse in Olive Estate, Ibeshe / Amuwo-Odofin",400.0,5,5,Furnished,"Amuwo-Odofin, Ibeshe / Amuwo-Odofin",Ibeshe / Amuwo-Odofin,Lagos State,False,270000000
1bdrm Apartment in Katampe (Main) for sale,10.0,1,1,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Lagos State,False,65000000
Furnished 3bdrm Apartment in Adeniyi Jones for sale,1800.0,3,3,Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,vip_gold,300000000
2bdrm Apartment in Ikate for sale,3000.0,2,2,Semi-furnished,"Lekki, Ikate",Ikate,Lagos State,vip_gold,160000000
"5bdrm Duplex in Secured Estate, VGC / Ajah for sale",500.0,5,5,Semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,vip_gold,300000000
Furnished 1bdrm Apartment in Ikate for sale,500.0,1,1,Furnished,"Lekki, Ikate",Ikate,Lagos State,False,250000000
1bdrm Apartment in Ikate for sale,500.0,1,1,Semi-furnished,"Lekki, Ikate",Ikate,Lagos State,False,150000000
4bdrm Maisonette in Ikate for sale,500.0,4,4,Semi-furnished,"Lekki, Ikate",Ikate,Lagos State,False,370000000
Furnished 5bdrm Duplex in Lekki Palm City for sale,470.0,5,5,Furnished,"Ajah, Lekki Gardens Estate",Lekki Gardens Estate,Lagos State,enterprise,200000000
4bdrm Duplex in Omole Phase 1 for sale,500.0,4,4,Semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,False,450000000
5bdrm Duplex in LSDPC Maryland Estate for sale,500.0,5,5,Semi-furnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Lagos State,False,650000000
4bdrm Duplex in Opebi for sale,500.0,4,4,Semi-furnished,"Ikeja, Opebi",Opebi,Lagos State,False,400000000
3bdrm Apartment in Ikate for sale,500.0,3,3,Semi-furnished,"Lekki, Ikate",Ikate,Lagos State,False,270000000
4bdrm Duplex in GRA Phase 1 for sale,500.0,4,4,Semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,False,310000000
2bdrm Apartment in Lekki Phase 1 for sale,500.0,2,2,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,370000000
6bdrm Duplex in Berger for sale,500.0,6,6,Semi-furnished,"Ojodu, Berger",Berger,Lagos State,False,350000000
5bdrm Duplex in Lekki for sale,500.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,300000000
4bdrm Duplex in Ologolo for sale,500.0,4,4,Semi-furnished,"Lekki, Ologolo",Ologolo,Lagos State,False,160000000
1bdrm Apartment in Ologolo for sale,500.0,1,1,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,False,120000000
4bdrm Duplex in Berger for sale,500.0,4,4,Semi-furnished,"Ojodu, Berger",Berger,Lagos State,False,350000000
4bdrm Duplex in LSDPC Maryland Estate for sale,500.0,4,4,Semi-furnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Lagos State,False,420000000
4bdrm Duplex in Ogba Bus-Stop for sale,500.0,4,4,Semi-furnished,"Ogba, Ogba Bus-Stop",Ogba Bus-Stop,Lagos State,False,320000000
3bdrm Duplex in Lekki Expressway for sale,500.0,3,3,Semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,False,180000000
3bdrm Apartment in Lekki Phase 1 for sale,500.0,3,3,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,340000000
4bdrm Duplex in Chevron for sale,500.0,4,4,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,False,460000000
4bdrm Duplex in Ado / Ajah for sale,500.0,4,4,Semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,False,180000000
4bdrm Bungalow in Elerangbe Ibeju for sale,500.0,4,4,Semi-furnished,"Ibeju, Elerangbe",Elerangbe,Lagos State,False,81000000
"Furnished 6bdrm Penthouse in Blessing Estate, Ibeshe / Amuwo-Odofin",400.0,6,5,Furnished,"Amuwo-Odofin, Ibeshe / Amuwo-Odofin",Ibeshe / Amuwo-Odofin,Lagos State,False,270000000
5bdrm Duplex in Bode Thomas for sale,500.0,5,5,Semi-furnished,"Surulere, Bode Thomas",Bode Thomas,Lagos State,vip_gold,650000000
5bdrm House in Chevron for sale,500.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,False,850000000
4bdrm Duplex in Ikeja GRA for sale,500.0,4,4,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,350000000
2bdrm Apartment in Sangotedo for sale,500.0,2,2,Semi-furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,False,72000000
4bdrm Duplex in LSDPC Maryland Estate for sale,500.0,4,4,Semi-furnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Lagos State,False,450000000
4bdrm Duplex in Ologolo for sale,500.0,4,4,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,False,225000000
Furnished 2bdrm Apartment in Osapa london for sale,500.0,2,2,Furnished,"Lekki, Osapa london",Osapa london,Lagos State,False,150000000
4bdrm Duplex in Ogba GRA for sale,500.0,4,4,Semi-furnished,"Ogba, Ogba GRA",Ogba GRA,Lagos State,False,350000000
3bdrm Duplex in Maplewood Estate Oko for sale,200.0,3,3,Semi-furnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,enterprise,180000000
4bdrm Duplex in Ikate for sale,500.0,4,4,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,False,330000000
4bdrm Duplex in GRA Phase 1 for sale,500.0,4,4,Semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,False,450000000
3bdrm Duplex in Ikeja GRA for sale,500.0,3,3,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,360000000
4bdrm Duplex in LSDPC Maryland Estate for sale,500.0,4,4,Semi-furnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Lagos State,False,310000000
1bdrm Apartment in Lekki Phase 1 for sale,500.0,1,1,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,150000000
"Furnished 5bdrm Duplex in Lekki, Chevron for sale",580.0,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,450000000
3bdrm Duplex in Maplewood Estate Oko for sale,230.0,3,3,Semi-furnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,enterprise,230000000
4bdrm Duplex in Lekki for sale,500.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,155000000
5bdrm Duplex in Chevron for sale,500.0,5,5,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,False,900000000
4bdrm Duplex in Gbagada for sale,500.0,4,4,Semi-furnished,"Lagos State, Gbagada",Gbagada,Lagos State,False,280000000
3bdrm Duplex in Ado / Ajah for sale,500.0,3,3,Semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,False,95000000
4bdrm Duplex in Ikota for sale,500.0,4,4,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,False,135000000
2bdrm Apartment in Lekki Expressway for sale,500.0,2,2,Semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,False,135000000
Furnished 4bdrm Block of Flats in At Yinka  Estate Off for sale,600.0,4,4,Furnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,premium,120000000
"5bdrm Duplex in Genesis Court, VGC / Ajah for sale",309.0,5,5,Semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,vip_gold,270000000
"3bdrm Block of Flats in Yinka Estate,, Ijede / Ikorodu for sale",600.0,3,4,Unfurnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Lagos State,diamond,120000000
Furnished 5bdrm Duplex in Thomas Estate for sale,520.0,5,5,Furnished,"Ajah, Thomas Estate",Thomas Estate,Lagos State,enterprise,230000000
2bdrm Apartment in Ologolo for sale,500.0,2,2,Semi-furnished,"Lekki, Ologolo",Ologolo,Lagos State,False,140000000
4bdrm Duplex in Ikeja GRA for sale,500.0,4,4,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,570000000
5bdrm Duplex in Omole Phase 2 for sale,500.0,5,5,Semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,False,680000000
4bdrm Duplex in Omole Phase 1 for sale,500.0,4,4,Semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,False,700000000
5bdrm Duplex in Osapa london for sale,500.0,5,5,Semi-furnished,"Lekki, Osapa london",Osapa london,Lagos State,False,970000000
5bdrm Duplex in Chevron for sale,400.0,5,5,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,False,460000000
2bdrm Apartment in Lekki Phase 1 for sale,500.0,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,330000000
5bdrm Duplex in Lekki Phase 1 for sale,500.0,5,5,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,600000000
5bdrm Duplex in Ajah for sale,500.0,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,False,250000000
5bdrm Duplex in Chevron for sale,500.0,5,5,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,False,390000000
5bdrm Duplex in Lekki Expressway for sale,500.0,5,5,Semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,False,370000000
4bdrm Duplex in Berger for sale,500.0,4,4,Semi-furnished,"Ojodu, Berger",Berger,Lagos State,False,250000000
2bdrm Apartment in Ikate for sale,500.0,2,2,Semi-furnished,"Lekki, Ikate",Ikate,Lagos State,False,230000000
4bdrm Duplex in Ifako-Gbagada for sale,500.0,4,4,Semi-furnished,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Lagos State,False,450000000
